"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: small canyon between cove landing and cliff canyon"	"1b79aa4b-e148-41d0-b518-cd6167620718"	25
"poaceae"	"hordeum"	"murinum"	"california"	"los angeles"	"los angeles county: santa barbara island. small canyon between cove landing and cliff canyon"	"266035b9-c632-43b3-a8cb-e8b30cc64090"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"497ff7c9-7bfb-4a7e-af49-ad3da3aca175"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"52eca055-9fef-49d5-8bdc-f2a302740e0b"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"on slopes, east side of santa barbara island"	"5418a98a-a024-44f7-8f45-8d31ecc6dc80"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: n slope of signal pk"	"6e5a5ba5-027d-45ff-b5ef-bcd06bed0173"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island. just south of lower middle canyon"	"735de023-1034-4f94-9fef-1e7f8d4708bc"	25
"poaceae"	"hordeum"	"murinum"	"california"	"los angeles"	"east side santa barbara island"	"7eb58278-5d13-4db9-8561-edc71f76266e"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: e of north pk"	"82745556-bee1-4b7d-bb2f-3370dd85c6ce"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"north slope of signal peak, santa barbara island"	"a2b22186-3687-4939-badc-24fb5ff07f0e"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: near buildings s of landing cove"	"a774f2ae-cdc9-4e8d-aeb5-6678d053cd0e"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: middle cliff cyn, near trough of cyn"	"aa439b12-3830-47df-b8ad-77cac89fc990"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island. east coast."	"afa44b3b-89b5-4940-9460-667313fd9550"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island."	"b2129b4c-7e48-4ed0-96f9-ec6a74de1c62"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: landing cove"	"c0de5404-fb00-4b1e-9864-88286f21b2de"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: e of signal pk"	"c66e8e9d-e66a-4419-b95e-b4e4aa980b5a"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: just s of lower middle cyn"	"c781c2a1-7edd-49c5-b1a8-a3905d331785"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: signal pk"	"d60758e9-0e0b-4ab5-8bc2-a8f7ea42a7ac"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island. lower part of cave canyon"	"da3576a6-ebf9-4b49-b1fd-e408a97e343f"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: between webster pt and base of s pk"	"dce2ebe9-d598-47ae-970a-173f52ef3477"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"e98131e8-86ce-4cf7-808c-722f0891c6b2"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: east side"	"ec507ac8-4939-4d7b-8a51-b4bda29002bb"	25
"poaceae"	"hordeum"	"murinum"	"california"	"los angeles"	"north slope of signal peak, santa barbara island"	"fd3d9e00-9530-4857-812c-3013b924069d"	25
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: just s of cave cyn"	"108eb681-d442-420c-a062-361e000c77dc"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: head of n fork of graveyard cyn"	"2698cd57-bffa-41ca-a789-0053f2d3738c"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island, plateau between headwaters of middle and graveyard canyons"	"2e8c4940-7fa0-4f01-9321-75ccd0267e3c"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: e of north pk"	"3253a94b-3e45-4b33-9e29-dbda144caeed"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island, near camp"	"37d55043-7548-489d-bc5e-82fb82e375ca"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: just n of landing cove, near shell mound"	"3cd70266-8709-4873-873c-eda7c6fd4b4d"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"open slope, east side of santa barbara island"	"6393538c-a3d8-42f8-a2dd-93fb34f41687"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: between middle cyn and graveyard cyn"	"72a11aaf-af4b-491a-abaf-e02642a7d7d8"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: s end of island, along trail on w side of cat cyn, at point where trail turns w along top of coastal bluffs above mouth of canyon"	"74df37de-24e5-4fe0-a465-50afa5360f17"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: openings, near camp"	"8af15589-381e-49df-8a87-81cc07cabe2e"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island. near camp"	"8e7a19b4-0895-4598-81e5-f43284a207fb"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island. near camp"	"95e01b6c-c33a-4aac-927c-6e7fe8f0510d"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: terrace between cave cyn and north pk"	"a84242fd-a649-4727-801d-c2c064a56d30"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: east side"	"b8805e0e-e4f6-4e46-9471-a0bb7e5b64c6"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: east side"	"d759835e-9e7d-44d7-9a7e-9ac90e3ae935"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island: mouth of middle cyn"	"e3b95983-b0c7-45f8-acfa-282c19649672"	17
"poaceae"	"lamarckia"	"aurea"	"california"	"santa barbara"	"santa barbara island. east side of island."	"f89ae5e9-06b8-4544-b886-3e7056f1c0c7"	17
"asteraceae"	"lasthenia"	"glabrata"	"california"	"los angeles"	"n ridge, santa barbara island"	"25ed69cd-4050-46e0-9218-be2b917d5110"	6
"asteraceae"	"lasthenia"	"glabrata"	"california"	"santa barbara"	"cliff canyon, santa barbara island"	"45b373b6-8611-402f-b517-4601027460f5"	6
"asteraceae"	"lasthenia"	"glabrata"	"california"	"santa barbara"	"santa barbara island. s high point"	"ae426dbd-7013-4854-9bfd-b24155837d6d"	6
"asteraceae"	"lasthenia"	"glabrata"	"california"	"santa barbara"	"santa barbara island. north ridge"	"ef938070-2703-4d7d-a317-bbad804eb424"	6
"asteraceae"	"lasthenia"	"glabrata"	"california"	"santa barbara"	"santa barbara island"	"f1d0bcb7-c358-4781-af32-6e60cf90fa2b"	6
"asteraceae"	"lasthenia"	"glabrata"	"california"	"santa barbara"	"landing cove. santa barbara island"	"f1f3029f-a9ed-4d67-a0a0-88658c373e5e"	6
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: arch point"	"2cb3b341-5135-4357-8e37-13de5e81f853"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island. between headwaters of middle and graveyard canyons"	"422432bb-557d-4ca2-bbc1-054ac987aac7"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: north pk trail, in saddle between 2 pks"	"4f203ae8-22e8-499a-9ea5-181e865c5945"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"los angeles"	"santa barbara island."	"548d4052-c434-4719-8853-f9fef33ef340"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: ridge top between north pk and signal pk"	"5999188d-8074-452a-9786-8fbedcb0c00a"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: n edge of lower-middle portion of cave cyn"	"5f2d866d-ca00-43f0-b24b-7c90cf3c8622"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: near signal pk"	"74339a9d-64e2-472a-ad40-f5d52c076c0b"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island. near top of signal peak"	"75b50730-8d9f-4f29-b179-4b3601827680"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: west end"	"838dd22e-4426-4f9a-bce9-89ee67cfc055"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: n side of cave cyn, near head of canyon (e of trail)"	"95e47127-ea62-46ad-ac58-624362f7d79e"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island."	"a457bd10-daa3-479c-8b82-0e56e2205238"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island. near top of signal peak."	"a5044e7c-1d6b-459d-a7ed-d0e6183e458b"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: arch point"	"bb6cba2f-f73c-472c-abc4-396617265dac"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: base of arch pt"	"c3fc61a9-6b97-4386-be0e-a4d0ede26a1d"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: e of north pk"	"d097e5ac-bb17-4608-a971-7cee7f86bfdd"	16
"brassicaceae"	"lepidium"	"nitidum"	"california"	"santa barbara"	"santa barbara island: e side of island, nw of graveyard cyn"	"d5a07ed0-27df-428c-905a-a23c2a329fe1"	16
"poaceae"	"lolium"	"perenne"	"california"	"santa barbara"	"santa barbara island: trail on eastern terrace, n of cat cyn, e of signal pk"	"13ab14e0-8345-4e94-9b06-ba983ae842fb"	3
"poaceae"	"lolium"	"perenne"	"california"	"santa barbara"	"santa barbara island: trail on eastern terrace, n of cat cyn, e of signal pk"	"1fd92a93-5bb4-4755-88e7-f88971a7b24a"	3
"poaceae"	"lolium"	"perenne"	"california"	"santa barbara"	"santa barbara island. north of cat canyon, east of signal peak."	"b7edc12d-5862-4f46-a888-1ea6f09cad22"	3
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"067be4b1-1cc5-4f37-a645-c677ba72e0c2"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island. e side."	"0a969ab9-1da9-4f2b-91fb-2f371a75f162"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: ridge top between north pk and signal pk"	"18ac6a8e-1daa-4562-9106-537dae4a5593"	17
"solanaceae"	"lycium"	"californicum"	"california"	"los angeles"	"santa barbara island"	"19f455d1-d8a0-4cd0-a29b-3afeb0b54eb6"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: east terrace"	"1ae8d662-b25c-4e5f-8d2c-dddf091181fe"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"middle cave canyon, santa barbara island"	"1f37ee45-6f89-45f3-b903-49d677943ff6"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island. east terrace"	"30a133db-6a7b-4cfa-9e0e-839d9719bbcb"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island."	"42a4f3cb-9f50-4811-bc2f-bbedadf89cba"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: between the hook and suaeda swale, near sw coast"	"57a3c4af-487c-4c34-83d1-af24b4274344"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: w end sutil island"	"6530b716-f610-4f15-9f88-93ccbe62e3e5"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: e side of island"	"86db00e5-3d2d-4a3e-9bcc-2e176b0f5833"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island."	"95453182-58a0-4e93-bbe4-bf6de3dda71a"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: n base of webster pt peninsula"	"a0f3daad-f798-447c-a2fa-b9323219b23f"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"a29fa455-143f-4d79-9adf-c6a02680edfd"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: flat terrace, west end"	"c12b118a-58c8-41d9-9191-b32a217da297"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island: middle of cave cyn"	"d09f6f12-2d28-484d-94d8-0f8b742d9d95"	17
"solanaceae"	"lycium"	"californicum"	"california"	"santa barbara"	"santa barbara island. ridge top between north peak and signal peak."	"e3f77125-273a-4f2b-861d-df6ea690129e"	17
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; high bluff on east side of embayment of cat canyon."	"036d64b3-dfd0-41f3-9a85-d96aab8eb743"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"05156ad7-1b3b-4946-b49a-c428b39efd16"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. east side landing."	"07f02ba8-83dc-486c-ac91-a4210ee0e199"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: e side of landing"	"09c08e94-e8cd-4ab2-a06e-9fe1ad8df10f"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"nw ridges"	"11b96ed3-1f44-4226-8e11-bea93ecedece"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: west side"	"224a6f1d-b950-4588-8ffe-334f95e5c5c8"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"25642df5-7941-4bc3-af1c-eb84123e03a1"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island, west side."	"2aaed678-9506-49d8-9a32-86f6ccad4c0b"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island."	"2baa66b2-a160-452d-a8ac-2fb4423ab0f5"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: middle cyn"	"3786f97b-ed9c-4a1b-a34a-5b794c1a350c"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"saanta barbara island; near center of cave canyon."	"436f7e59-e330-4436-906a-0cc140dc9dd0"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"west side of santa barbara island."	"500445bf-7903-4820-8b05-0c956a5ce105"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. upper part of graveyard canyon"	"53d6b7fd-d52b-479c-9f50-02f12ffc8fb9"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; rocky slopes of middle canyon near mouth."	"622be4e5-2d1d-4ec8-b976-ae6901fa8896"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: n slope of signal pk"	"6db7f660-9a46-4c6d-9f61-4e0e892ed229"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; south facing slope of high bluff on east side of embayment of cat canyon."	"6e0425a8-8c49-4b62-a960-ed0557985b65"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island."	"6ed61a54-7560-4d14-836d-fcdb245fd9e6"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"channel islands santa barbara island"	"6f2cd82e-438c-4599-bf33-b2d7888fee96"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island."	"76e68df9-7e7c-4dbc-9a73-59edcf27a3b6"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: bluff w of mouth of cliff cyn"	"8237a179-e044-4d02-a221-d866952a4948"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. west side"	"87a2e7ac-b8da-4fea-9178-ec8ef4aade02"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: bluff halfway between landing cove and cliff cyn"	"8afcf789-f046-49ba-8073-a2e744deee6c"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: cliff cyn"	"8b358707-18f7-47f9-a412-dd56718fa833"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"santa barbara island channel islands"	"8b7da1bf-d808-4103-a288-c9a944c63b6d"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island, cliff canyon"	"8d71e5a8-2873-4532-8c2f-a9c4de8af6c1"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"w side of santa barbara island"	"92450701-f30c-4cd3-8f2e-3c5be902f674"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: n-facing cliff, s of landing cove"	"94d4501e-43ef-4d01-9c9f-36e990fb28f7"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"9dcd70a2-81b0-4761-a002-fb0072cf8b91"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: north pk"	"a0515116-1946-401a-bbbc-3e598479f2e7"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"w side santa barbara island; channel islands; w side of santa barbara island, channel islands"	"a4481efd-a4b9-437c-aaa2-55e9225aa85c"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"santa barbara island"	"a5654b71-ef77-4d09-b1be-15abb7c8a3d7"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: south end"	"a99fcc6f-a4bc-47cb-acda-1cd541eec82a"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"ad65deb8-6b1f-4049-84e4-60ec091e7d60"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: near center of cave cyn"	"b007b2d3-7875-4a40-a249-3e99260da370"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. south end."	"b2a5b082-f416-417b-98a0-378ec2b5a8b5"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"b8a77056-c692-42db-a9ba-09d688082337"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: northwest ridges"	"c0d12164-fa75-4a44-9f55-6c10930736ad"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: bluff w of mouth of cliff cyn"	"c128a362-ea44-4033-aee6-c96b15900add"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island."	"c28c251d-433b-432f-8ba7-0be396d170ae"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: headland just s of landing cove"	"c899cb08-ad67-4b21-b5d3-64ed87e923dd"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. northwest ridges"	"d6c82995-fc6e-48dc-9bcc-c9a0a8ae2919"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. s-facing slope of high bluff on e side of embayment of cat canyon"	"dce0c86e-0f01-4fe5-b53b-58e769eec208"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: head of cliff cyn"	"de774e47-2ace-4d9a-bfbe-2cf80ee247f3"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; east side landing."	"dee18420-84ba-4d8c-a9dc-ca138e91bc32"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; small canyon between cove landing and cliff canyon."	"e179763b-37bd-41ff-98e6-68d052158644"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"west side of santa barbara island"	"e4351fe1-552e-466b-9c7f-480572b7617c"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: just above landing platform, landing cove"	"eb262340-0ec5-4e0f-a198-08196fbb8f6b"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"los angeles"	"santa barbara island"	"eb7863a1-a8c0-4cdb-947f-6a21116dc995"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: cliff cyn"	"efc566f6-fd89-4447-9a11-063fb84e2f2d"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: small cyn between landing cove and cliff cyn"	"f1d53225-c04e-43ac-9376-2d8e88152ae4"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island. middle canyon, near mouth"	"f37d6e73-50f0-4dc3-8216-93f4ae063fd8"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island: cyn between landing cove and cliff cyn"	"f5fa8902-f115-498b-8d3d-29a54140e65b"	53
"asteraceae"	"malacothrix"	"foliosa"	"california"	"santa barbara"	"santa barbara island; south end."	"fce7c9af-f67a-481c-9799-4f3898d07c7e"	53
"asteraceae"	"malacothrix"	"saxatilis"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"8ae6fcd7-f5ab-4286-80aa-c6858f29744f"	2
"asteraceae"	"malacothrix"	"saxatilis"	"california"	"santa barbara"	"santa barbara islands channel islands"	"fbf639cb-340c-4364-a44f-8c24701565ea"	2
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: middle of cave cyn"	"17de297f-6605-4de6-85dd-0e76c7d506e0"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: head of cave cyn"	"381710a6-5574-4bae-9560-87d2189f711d"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: cave cyn"	"3b881a09-60df-4cea-a88b-161d33a3b2d7"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island."	"3bd13bd6-29f5-4d7a-9d53-b37af56f41f5"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"second canyon south, in shaded canyon bottom, santa barbara island"	"48736091-1ab6-40cf-b570-1a472ef52c83"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"near center of cave canyon, santa barbara island"	"567772e2-7057-449e-b24c-82726d74420e"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: rocky bottom of middle canyon near its mouth"	"5d549b59-0b41-4605-b316-ed0ecc85b0c8"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: second cyn south"	"799aafbc-55ba-4eb8-a138-74ddddb3b60c"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island. second canyon south"	"9e122da2-5690-43fe-b4a7-0a1cb7b21cc5"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"head of cave canyon, santa barbara island"	"c96cd5a1-bcab-4d60-b1e5-f949ca4cc519"	11
"poaceae"	"melica"	"imperfecta"	"california"	"santa barbara"	"santa barbara island: near center of cave cyn"	"f5400d67-cc17-4669-91b2-8f330fb7b647"	11
"fabaceae"	"melilotus"	"indicus"	"california"	"santa barbara"	"santa barbara island: above landing cove, at helicopter pad for nps ranger stn"	"09c9ea84-7ae7-4953-95f4-de470a2a5e8b"	4
"fabaceae"	"melilotus"	"indicus"	"california"	"santa barbara"	"60m wsw of residance area on east side of island, santa barbara island."	"7d07d0bb-9271-4d81-aab0-474c8ae3d3fe"	4
"fabaceae"	"melilotus"	"indicus"	"california"	"santa barbara"	"channel islands santa barbara island, east side of island, above landing cove, at helicopter pad for national park service ranger station"	"d3d38dc0-4e55-47c1-b5eb-5e16d7fe2908"	4
"fabaceae"	"melilotus"	"indicus"	"california"	"santa barbara"	"santa barbara island: landing cove area, ca. 60 m wsw of residence"	"dfee6055-822d-47c9-96f5-e5525247a660"	4
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island; channel islands, santa barbara island"	"16db8a2e-4a93-49f3-9b5e-03aec8f9a8be"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island. rocky e-facing slope at landing cove"	"3daab578-153c-4943-9271-65a04f01f50e"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: n base of webster pt peninsula"	"84c861bf-5626-4dd9-9007-cbbbba523539"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: slope e of north pk"	"94c02f6b-c957-427b-a9e7-6b63b912d894"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: s side of north pk"	"99053714-9c09-4758-8227-6f6efba0325b"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: lower part of small cyn between landing cove and cliff cyn"	"9ea40493-ef36-4278-86fd-672e1523df09"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"b1a465a7-db87-480d-9e6b-68c1abe3ca20"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: sutil island, just e of summit"	"ddfb27d0-749e-42d8-8c63-2635d10cc1a2"	9
"aizoaceae"	"mesembryanthemum"	"crystallinum"	"california"	"santa barbara"	"santa barbara island: cliff break w of arch pt, n side of island"	"f3740461-1fff-4393-bea5-380f4868e7cb"	9
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: just e of summit, sutil island"	"07e5a48e-9adf-462c-baf2-3eac8394efa0"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: shag rock"	"0845bc8d-c6c1-42ab-be48-f056ceecb9c3"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island. rocky e-facing slope at landing cove"	"1c090164-9390-4690-b1a6-c64f8bc6c6c7"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island."	"208128d1-e83f-4279-a600-8c7e15192dde"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: w of arch pt, n side of island"	"4005fa4d-e837-4ab5-b7f3-033fad9e96fc"	15
